accident_index,accident_severity,speed_limit,weather_conditions,road_surface_conditions,day_of_week,urban_or_rural_area,light_conditions
2023005457,3,70.0,3.0,1.0,1,3,4
2023005458,3,20.0,4.0,1.0,5,1,4
2023005459,3,40.0,1.0,1.0,5,2,1
2023005460,3,30.0,2.0,1.0,7,2,4
2023005461,3,30.0,2.0,1.0,3,2,1
2023005462,3,60.0,1.0,1.0,2,1,1
2023005463,2,30.0,1.0,4.0,6,1,6
2023005464,3,30.0,1.0,2.0,5,1,6
2023005465,3,60.0,2.0,2.0,1,2,1
2023005466,3,40.0,3.0,1.0,2,1,5
2023005467,3,70.0,1.0,1.0,2,1,1
2023005468,3,40.0,1.0,1.0,2,1,1
2023005469,3,50.0,2.0,2.0,5,1,1
2023005470,3,60.0,2.0,1.0,1,3,1
2023005471,3,30.0,1.0,2.0,6,1,5
2023005472,3,50.0,1.0,1.0,3,2,1
2023005473,2,40.0,4.0,1.0,4,1,1
2023005474,3,30.0,1.0,1.0,4,2,1
2023005475,1,,1.0,2.0,2,1,1
2023005476,3,30.0,3.0,1.0,7,2,4
2023005477,3,50.0,1.0,1.0,4,1,1
2023005478,3,30.0,4.0,3.0,7,2,1
2023005479,3,70.0,1.0,2.0,4,1,4
2023005480,3,30.0,1.0,1.0,5,1,1
2023005481,3,40.0,1.0,1.0,3,1,1
2023005482,3,30.0,1.0,1.0,4,1,1
2023005483,3,,1.0,1.0,7,1,4
2023005484,3,50.0,1.0,2.0,6,2,1
2023005485,3,50.0,1.0,1.0,6,1,1
2023005486,3,60.0,5.0,2.0,3,1,1
2023005487,3,70.0,1.0,1.0,4,1,1
2023005488,3,30.0,1.0,1.0,6,1,4
2023005489,3,30.0,1.0,4.0,2,1,1
2023005490,3,40.0,1.0,1.0,2,1,1
2023005491,2,30.0,1.0,2.0,6,1,1
2023005492,3,30.0,1.0,2.0,3,1,1
2023005493,3,40.0,4.0,1.0,7,1,1
2023005494,3,30.0,1.0,1.0,3,1,1
2023005495,3,30.0,1.0,1.0,3,2,1
2023005496,3,60.0,1.0,3.0,3,2,5
2023005497,3,30.0,1.0,1.0,1,2,1
2023005498,3,20.0,1.0,1.0,2,1,6
2023005499,3,30.0,3.0,1.0,4,2,6
2023005500,3,70.0,1.0,1.0,1,2,7
2023005501,3,70.0,1.0,1.0,3,1,6
2023005502,2,40.0,1.0,1.0,4,1,7
2023005503,3,30.0,8.0,5.0,2,1,6
2023005504,3,70.0,1.0,1.0,3,1,1
2023005505,3,40.0,1.0,1.0,5,2,1
2023005506,3,60.0,1.0,2.0,3,2,1
2023005507,3,50.0,2.0,2.0,4,1,1
2023005508,3,30.0,1.0,1.0,2,1,1
2023005509,3,30.0,1.0,1.0,7,1,6
2023005510,3,30.0,3.0,1.0,3,1,7
2023005511,2,30.0,1.0,1.0,2,1,1
2023005512,3,50.0,1.0,2.0,1,1,1
2023005513,3,70.0,1.0,1.0,5,1,1
2023005514,3,50.0,2.0,2.0,6,2,1
2023005515,2,30.0,1.0,1.0,6,2,1
2023005516,3,30.0,1.0,2.0,1,2,6
2023005517,3,30.0,8.0,1.0,6,2,6
2023005518,3,30.0,1.0,3.0,5,1,1
2023005519,2,30.0,1.0,1.0,7,2,1
2023005520,3,40.0,3.0,2.0,1,1,5
2023005521,3,20.0,1.0,,2,1,4
2023005522,3,70.0,1.0,1.0,7,1,1
2023005523,3,30.0,1.0,2.0,2,1,7
2023005524,3,60.0,1.0,1.0,1,1,1
2023005525,3,30.0,4.0,1.0,7,1,1
2023005526,2,30.0,1.0,2.0,4,1,7
2023005527,3,50.0,1.0,2.0,1,1,4
2023005528,2,50.0,4.0,1.0,3,2,1
2023005529,3,30.0,1.0,1.0,4,1,1
2023005530,3,30.0,1.0,1.0,2,1,1
2023005531,3,30.0,1.0,3.0,1,2,1
2023005532,2,40.0,1.0,1.0,7,1,1
2023005533,3,70.0,1.0,2.0,4,2,1
2023005534,3,30.0,1.0,1.0,7,2,6
2023005535,2,30.0,1.0,1.0,3,3,1
2023005536,2,70.0,1.0,1.0,5,1,1
2023005537,2,30.0,1.0,2.0,2,1,1
2023005538,3,40.0,1.0,1.0,4,2,4
2023005539,3,30.0,1.0,1.0,6,1,7
2023005540,3,40.0,1.0,1.0,4,1,6
2023005541,2,30.0,1.0,1.0,7,1,4
2023005542,3,30.0,1.0,1.0,6,2,1
2023005543,3,20.0,1.0,1.0,4,1,1
2023005544,3,50.0,1.0,2.0,1,2,6
2023005545,3,50.0,1.0,1.0,2,1,4
2023005546,2,40.0,1.0,1.0,2,2,1
2023005547,2,40.0,1.0,4.0,1,1,1
2023005548,2,30.0,5.0,1.0,1,1,1
2023005549,3,20.0,2.0,3.0,6,1,1
2023005550,2,60.0,1.0,,6,1,6
2023005551,3,30.0,1.0,1.0,6,1,1
2023005552,3,30.0,1.0,1.0,7,1,1
2023005553,3,30.0,4.0,1.0,1,3,1
2023005554,3,30.0,4.0,1.0,7,2,7
2023005555,3,30.0,1.0,1.0,7,2,1
2023005556,3,60.0,2.0,2.0,3,3,1
2023005557,2,,1.0,1.0,4,1,1
2023005558,3,70.0,1.0,1.0,3,1,6
2023005559,3,70.0,2.0,1.0,2,2,1
2023005560,3,70.0,1.0,2.0,1,2,1
2023005561,3,30.0,2.0,1.0,4,3,1
2023005562,3,30.0,1.0,1.0,6,2,5
2023005563,3,50.0,1.0,2.0,5,2,1
2023005564,3,30.0,1.0,4.0,7,2,1
2023005565,3,30.0,1.0,1.0,4,2,4
2023005566,2,30.0,1.0,3.0,5,1,5
2023005567,3,30.0,1.0,1.0,4,1,1
2023005568,3,30.0,1.0,3.0,1,2,1
2023005569,3,30.0,1.0,1.0,5,2,1
2023005570,3,30.0,2.0,2.0,5,1,4
2023005571,3,70.0,1.0,2.0,2,1,4
2023005572,2,40.0,1.0,1.0,4,2,1
2023005573,3,70.0,1.0,1.0,3,1,6
2023005574,3,30.0,1.0,1.0,6,1,1
2023005575,3,30.0,1.0,1.0,3,1,1
2023005576,2,40.0,1.0,1.0,2,2,1
2023005577,3,30.0,1.0,4.0,2,1,6
2023005578,3,40.0,1.0,1.0,2,1,5
2023005579,3,50.0,1.0,1.0,1,2,5
2023005580,3,50.0,9.0,1.0,1,1,1
2023005581,2,70.0,1.0,,1,1,4
2023005582,3,30.0,3.0,1.0,1,2,1
2023005583,3,30.0,1.0,1.0,2,2,7
2023005584,3,40.0,1.0,2.0,2,1,1
2023005585,3,30.0,1.0,2.0,7,2,1
2023005586,2,30.0,5.0,2.0,1,2,1
2023005587,3,30.0,1.0,2.0,1,2,1
2023005588,3,,1.0,1.0,5,1,4
2023005589,3,30.0,1.0,2.0,4,1,1
2023005590,3,20.0,1.0,1.0,5,2,1
2023005591,3,40.0,5.0,1.0,4,1,1
2023005592,3,40.0,2.0,,1,1,4
2023005593,2,50.0,2.0,1.0,1,1,6
2023005594,3,40.0,1.0,1.0,6,1,1
2023005595,3,30.0,4.0,1.0,1,1,1
2023005596,3,30.0,1.0,1.0,5,1,4
2023005597,3,30.0,1.0,1.0,2,2,1
2023005598,3,60.0,3.0,2.0,4,1,1
2023005599,3,50.0,1.0,1.0,7,1,1
2023005600,3,30.0,1.0,3.0,6,2,1
2023005601,3,30.0,1.0,1.0,5,1,1
2023005602,3,70.0,1.0,2.0,6,2,1
2023005603,2,40.0,1.0,2.0,1,1,7
2023005604,3,60.0,1.0,4.0,2,1,5
2023005605,2,30.0,2.0,1.0,7,1,5
2023005606,3,30.0,2.0,1.0,5,3,1
2023005607,3,50.0,5.0,1.0,4,1,1
2023005608,3,40.0,1.0,1.0,6,2,1
2023005609,3,40.0,2.0,1.0,6,1,7
2023005610,3,40.0,2.0,2.0,6,1,4
2023005611,2,40.0,1.0,1.0,1,1,1
2023005612,3,50.0,1.0,1.0,4,2,1
2023005613,3,30.0,1.0,1.0,6,1,1
2023005614,3,30.0,1.0,1.0,1,1,1
2023005615,3,70.0,1.0,3.0,1,2,1
2023005616,3,30.0,1.0,2.0,3,1,1
2023005617,3,30.0,1.0,1.0,4,1,1
2023005618,3,50.0,1.0,1.0,7,1,1
2023005619,3,70.0,1.0,3.0,2,3,4
2023005620,3,30.0,2.0,1.0,1,1,1
2023005621,2,30.0,3.0,1.0,2,3,1
2023005622,3,60.0,1.0,3.0,5,1,1
2023005623,3,60.0,1.0,1.0,1,1,1
2023005624,3,50.0,1.0,1.0,6,2,4
2023005625,2,30.0,1.0,1.0,1,1,1
2023005626,3,30.0,1.0,3.0,6,1,1
2023005627,3,40.0,2.0,1.0,1,1,1
2023005628,3,70.0,1.0,1.0,6,1,1
2023005629,3,70.0,2.0,2.0,2,2,7
2023005630,2,30.0,2.0,2.0,3,2,1
2023005631,3,30.0,1.0,1.0,7,1,1
2023005632,3,30.0,1.0,1.0,4,2,1
2023005633,3,70.0,1.0,1.0,1,1,1
2023005634,3,40.0,1.0,1.0,4,1,1
2023005635,3,30.0,1.0,1.0,6,1,1
2023005636,2,20.0,9.0,2.0,4,2,6
2023005637,3,40.0,3.0,1.0,6,1,1
2023005638,3,30.0,5.0,1.0,4,1,4
2023005639,1,60.0,1.0,1.0,6,2,1
2023005640,2,50.0,1.0,1.0,2,2,1
2023005641,3,30.0,1.0,2.0,6,2,5
2023005642,3,30.0,1.0,2.0,4,1,4
2023005643,3,70.0,1.0,2.0,5,2,1
2023005644,3,30.0,1.0,1.0,7,1,1
2023005645,3,30.0,1.0,2.0,6,2,1
2023005646,3,70.0,5.0,1.0,2,1,1
2023005647,2,60.0,5.0,1.0,2,1,6
2023005648,3,60.0,1.0,1.0,5,1,1
2023005649,3,30.0,4.0,1.0,3,1,7
2023005650,3,30.0,1.0,1.0,3,1,1
2023005651,3,20.0,1.0,1.0,6,2,1
2023005652,3,30.0,2.0,1.0,1,2,1
2023005653,3,50.0,1.0,1.0,3,2,5
2023005654,3,30.0,4.0,2.0,7,1,1
2023005655,2,50.0,1.0,1.0,1,1,4
2023005656,2,30.0,4.0,3.0,7,3,1
2023005657,3,30.0,9.0,1.0,4,1,1
2023005658,3,70.0,1.0,1.0,1,1,1
2023005659,3,30.0,1.0,1.0,3,1,4
2023005660,3,30.0,1.0,1.0,1,3,1
2023005661,3,30.0,1.0,2.0,2,1,1
2023005662,2,30.0,1.0,1.0,7,1,1
2023005663,3,30.0,3.0,1.0,3,2,1
2023005664,3,30.0,1.0,1.0,7,1,1
2023005665,3,40.0,9.0,1.0,1,2,7
2023005666,3,60.0,2.0,1.0,3,1,6
2023005667,3,30.0,1.0,1.0,7,1,1
2023005668,3,20.0,1.0,1.0,5,1,6
2023005669,2,40.0,1.0,2.0,3,1,6
2023005670,3,30.0,1.0,2.0,7,2,1
2023005671,3,40.0,1.0,1.0,5,3,1
2023005672,3,40.0,1.0,1.0,1,2,6
2023005673,3,30.0,1.0,2.0,5,2,1
2023005674,3,60.0,1.0,2.0,3,1,1
2023005675,3,70.0,2.0,1.0,2,1,4
2023005676,2,60.0,3.0,1.0,5,2,1
2023005677,3,30.0,1.0,1.0,3,1,1
2023005678,2,40.0,1.0,1.0,2,1,5
2023005679,3,70.0,2.0,1.0,4,2,1
2023005680,3,30.0,9.0,1.0,6,2,5
2023005681,3,60.0,1.0,2.0,5,1,1
2023005682,3,20.0,1.0,1.0,5,2,1
2023005683,3,20.0,1.0,1.0,1,2,1
2023005684,3,50.0,1.0,1.0,4,1,5
2023005685,2,50.0,1.0,2.0,1,2,6
2023005686,3,50.0,1.0,1.0,1,1,5
2023005687,3,70.0,1.0,1.0,3,3,1
2023005688,3,30.0,1.0,1.0,7,1,1
2023005689,2,,1.0,1.0,1,2,1
2023005690,3,70.0,1.0,1.0,7,2,1
2023005691,3,30.0,4.0,1.0,5,2,1
2023005692,2,40.0,1.0,1.0,1,2,1
2023005693,3,30.0,8.0,1.0,2,1,1
2023005694,3,30.0,1.0,1.0,5,2,1
2023005695,3,30.0,1.0,1.0,6,2,1
2023005696,3,30.0,1.0,1.0,3,1,1
2023005697,3,70.0,1.0,1.0,1,1,1
2023005698,3,50.0,1.0,2.0,2,1,1
2023005699,3,40.0,1.0,2.0,6,2,1
2023005700,3,30.0,2.0,5.0,7,2,1
2023005701,3,30.0,2.0,1.0,2,2,1
2023005702,3,30.0,1.0,1.0,5,1,1
2023005703,3,30.0,3.0,1.0,1,1,1
2023005704,3,20.0,1.0,1.0,2,2,6
2023005705,3,30.0,1.0,1.0,1,2,1
2023005706,3,30.0,1.0,1.0,5,1,1
2023005707,3,30.0,1.0,1.0,4,2,1
2023005708,2,20.0,1.0,1.0,2,1,1
2023005709,3,40.0,1.0,4.0,3,1,1
2023005710,3,30.0,1.0,1.0,7,2,1
2023005711,2,30.0,1.0,1.0,1,2,1
2023005712,3,70.0,1.0,1.0,6,1,5
2023005713,3,30.0,1.0,2.0,5,2,5
2023005714,3,70.0,1.0,2.0,5,1,1
2023005715,3,20.0,1.0,1.0,6,2,1
2023005716,3,70.0,4.0,1.0,3,1,1
2023005717,3,20.0,1.0,2.0,4,2,1
2023005718,3,50.0,1.0,1.0,1,2,5
2023005719,2,30.0,1.0,5.0,4,1,7
2023005720,2,50.0,2.0,1.0,7,3,1
2023005721,2,30.0,1.0,1.0,5,1,5
2023005722,3,30.0,1.0,2.0,2,1,1
2023005723,3,50.0,1.0,1.0,4,2,1
2023005724,2,30.0,9.0,1.0,2,2,1
2023005725,2,70.0,1.0,1.0,3,1,1
2023005726,3,30.0,1.0,2.0,5,2,1
2023005727,3,30.0,1.0,1.0,2,2,1
2023005728,2,50.0,1.0,1.0,1,1,7
2023005729,2,30.0,1.0,1.0,5,2,4
2023005730,3,30.0,2.0,2.0,3,1,1
2023005731,3,50.0,1.0,1.0,1,1,7
2023005732,3,50.0,1.0,1.0,5,2,1
2023005733,3,70.0,1.0,,4,2,1
2023005734,3,30.0,1.0,2.0,7,2,1
2023005735,3,30.0,1.0,2.0,6,2,1
2023005736,3,30.0,1.0,1.0,5,2,6
2023005737,3,30.0,1.0,2.0,1,1,1
2023005738,3,50.0,1.0,1.0,2,2,1
2023005739,2,30.0,1.0,1.0,7,1,1
2023005740,3,30.0,4.0,2.0,2,1,1
2023005741,3,30.0,1.0,1.0,5,3,1
2023005742,3,50.0,4.0,1.0,5,2,1
2023005743,3,70.0,1.0,3.0,3,1,1
2023005744,3,40.0,1.0,1.0,4,2,1
2023005745,2,30.0,1.0,1.0,3,1,1
2023005746,3,50.0,1.0,2.0,6,1,4
2023005747,3,40.0,1.0,1.0,3,2,1
2023005748,3,30.0,2.0,1.0,2,2,6
2023005749,3,30.0,9.0,1.0,2,2,1
2023005750,3,20.0,1.0,1.0,1,1,1
2023005751,3,30.0,4.0,2.0,6,1,1
2023005752,3,60.0,1.0,1.0,6,2,1
2023005753,2,30.0,5.0,1.0,3,1,5
2023005754,3,30.0,1.0,2.0,7,1,1
2023005755,3,70.0,2.0,1.0,1,3,1
2023005756,3,60.0,1.0,1.0,5,2,1
2023005757,3,40.0,4.0,2.0,1,2,1
2023005758,3,30.0,1.0,2.0,2,1,1
2023005759,3,30.0,1.0,1.0,3,1,4
2023005760,3,20.0,1.0,1.0,2,1,1
2023005761,3,30.0,3.0,1.0,5,2,1
2023005762,3,30.0,1.0,1.0,4,2,4
2023005763,3,40.0,1.0,1.0,7,2,4
2023005764,3,30.0,1.0,2.0,6,1,1
2023005765,3,30.0,3.0,,3,2,1
2023005766,3,30.0,1.0,4.0,2,2,6
2023005767,3,40.0,1.0,2.0,4,2,4
2023005768,2,40.0,5.0,1.0,5,3,1
2023005769,3,40.0,1.0,1.0,4,2,1
2023005770,3,30.0,1.0,2.0,2,1,7
2023005771,3,30.0,1.0,2.0,2,2,1
2023005772,3,30.0,4.0,4.0,5,1,4
2023005773,3,30.0,1.0,1.0,5,3,1
2023005774,3,70.0,1.0,1.0,4,2,5
2023005775,2,70.0,4.0,3.0,4,2,1
2023005776,3,40.0,1.0,1.0,6,1,1
2023005777,3,70.0,3.0,2.0,6,1,1
2023005778,2,40.0,1.0,1.0,2,1,1
2023005779,3,20.0,1.0,2.0,5,2,5
2023005780,3,70.0,1.0,1.0,1,1,4
2023005781,3,30.0,1.0,2.0,5,1,1
2023005782,3,40.0,1.0,1.0,3,2,1
2023005783,3,30.0,1.0,4.0,3,1,1
2023005784,2,30.0,5.0,1.0,5,2,1
2023005785,1,40.0,1.0,1.0,4,1,1
2023005786,3,30.0,3.0,1.0,3,1,1
2023005787,3,30.0,1.0,2.0,7,2,1
2023005788,3,30.0,1.0,1.0,6,2,7
2023005789,3,30.0,3.0,1.0,2,1,1
2023005790,3,70.0,1.0,1.0,2,1,1
2023005791,3,50.0,4.0,1.0,7,2,6
2023005792,3,30.0,1.0,1.0,7,1,1
2023005793,3,30.0,1.0,1.0,2,1,1
2023005794,3,60.0,1.0,2.0,6,2,1
2023005795,3,30.0,1.0,1.0,5,2,1
2023005796,3,30.0,1.0,1.0,3,2,1
2023005797,2,30.0,2.0,2.0,4,1,1
2023005798,3,70.0,1.0,3.0,6,1,1
2023005799,3,30.0,1.0,2.0,6,2,1
2023005800,2,30.0,3.0,1.0,2,1,5
2023005801,3,30.0,3.0,1.0,7,1,1
2023005802,2,30.0,1.0,1.0,6,2,1
2023005803,3,40.0,1.0,1.0,6,2,1
2023005804,3,30.0,1.0,1.0,4,1,4
2023005805,3,30.0,1.0,2.0,6,1,5
2023005806,2,30.0,1.0,1.0,2,1,1
2023005807,3,30.0,9.0,1.0,6,2,6
2023005808,3,60.0,1.0,1.0,5,2,1
2023005809,3,70.0,1.0,1.0,2,1,1
2023005810,3,30.0,4.0,1.0,5,1,1
2023005811,2,30.0,1.0,1.0,7,2,1
2023005812,3,30.0,4.0,1.0,3,2,6
2023005813,3,40.0,1.0,1.0,7,2,6
2023005814,3,50.0,1.0,2.0,7,2,1
2023005815,2,30.0,4.0,2.0,3,3,1
2023005816,2,40.0,1.0,2.0,4,1,1
2023005817,2,50.0,2.0,1.0,6,1,7
2023005818,3,70.0,1.0,2.0,2,1,5
2023005819,3,30.0,2.0,1.0,3,2,1
2023005820,3,30.0,1.0,2.0,6,1,5
2023005821,3,30.0,1.0,1.0,1,1,1
2023005822,3,70.0,1.0,1.0,1,1,1
2023005823,3,50.0,1.0,1.0,4,1,5
2023005824,3,40.0,1.0,1.0,6,1,1
2023005825,3,30.0,1.0,1.0,7,1,1
2023005826,3,30.0,1.0,3.0,3,3,1
2023005827,3,30.0,1.0,1.0,5,1,1
2023005828,2,40.0,2.0,1.0,6,1,1
2023005829,3,30.0,1.0,1.0,1,1,1
2023005830,3,30.0,1.0,1.0,6,2,1
2023005831,3,50.0,1.0,2.0,3,1,1
2023005832,3,30.0,1.0,1.0,5,1,1
2023005833,3,30.0,5.0,2.0,2,2,6
2023005834,3,30.0,1.0,1.0,7,2,1
2023005835,3,60.0,1.0,3.0,6,3,1
2023005836,3,40.0,1.0,1.0,3,1,7
2023005837,3,70.0,2.0,3.0,2,1,1
2023005838,3,30.0,1.0,1.0,1,3,5
2023005839,3,70.0,2.0,2.0,2,2,1
2023005840,3,70.0,1.0,1.0,1,2,6
2023005841,3,,3.0,1.0,4,2,1
2023005842,2,70.0,1.0,1.0,4,2,7
2023005843,2,30.0,5.0,1.0,1,2,1
2023005844,1,30.0,1.0,1.0,5,1,4
2023005845,3,20.0,1.0,1.0,4,2,4
2023005846,3,40.0,2.0,1.0,7,2,4
2023005847,3,50.0,1.0,2.0,5,1,1
2023005848,3,50.0,1.0,5.0,5,1,1
2023005849,3,30.0,9.0,1.0,5,1,1
2023005850,3,30.0,1.0,1.0,3,2,1
2023005851,2,30.0,1.0,1.0,6,2,4
2023005852,3,40.0,1.0,2.0,7,2,1
2023005853,3,30.0,1.0,3.0,3,2,4
2023005854,3,70.0,2.0,4.0,6,1,1
2023005855,3,30.0,1.0,3.0,6,2,1
2023005856,3,30.0,1.0,2.0,5,1,1
2023005857,2,70.0,1.0,5.0,1,2,1
2023005858,1,30.0,1.0,1.0,6,1,1
2023005859,1,20.0,5.0,3.0,4,1,1
2023005860,3,30.0,4.0,2.0,2,1,1
2023005861,3,30.0,1.0,1.0,3,1,7
2023005862,3,70.0,1.0,1.0,3,2,1
2023005863,1,40.0,5.0,1.0,7,1,5
2023005864,3,30.0,1.0,2.0,2,1,4
2023005865,3,40.0,1.0,1.0,5,3,1
2023005866,3,30.0,1.0,1.0,7,1,6
2023005867,3,50.0,1.0,2.0,7,3,6
2023005868,3,70.0,3.0,1.0,6,2,1
2023005869,3,70.0,1.0,2.0,7,1,1
2023005870,3,30.0,8.0,2.0,2,1,5
2023005871,3,30.0,,4.0,5,2,1
2023005872,3,20.0,1.0,1.0,7,2,5
2023005873,3,40.0,9.0,3.0,3,1,1
2023005874,3,30.0,3.0,1.0,7,1,1
2023005875,3,30.0,2.0,1.0,2,2,1
2023005876,3,70.0,1.0,1.0,6,1,1
2023005877,3,30.0,2.0,1.0,1,1,6
2023005878,3,20.0,1.0,5.0,4,2,1
2023005879,3,30.0,1.0,1.0,4,2,1
2023005880,3,30.0,1.0,3.0,4,1,1
2023005881,3,20.0,1.0,1.0,2,1,1
2023005882,3,30.0,2.0,1.0,7,2,5
2023005883,3,30.0,1.0,1.0,7,1,1
2023005884,3,30.0,1.0,1.0,6,1,6
2023005885,3,50.0,1.0,4.0,5,2,1
2023005886,3,30.0,1.0,2.0,6,3,1
2023005887,3,40.0,1.0,1.0,6,1,7
2023005888,3,30.0,1.0,2.0,7,2,1
2023005889,3,30.0,1.0,1.0,7,1,1
2023005890,3,70.0,1.0,1.0,3,1,1
2023005891,3,20.0,9.0,1.0,4,1,1
2023005892,3,30.0,1.0,1.0,2,1,1
2023005893,3,70.0,1.0,5.0,4,1,1
2023005894,3,40.0,2.0,1.0,6,2,6
2023005895,3,30.0,1.0,1.0,5,1,4
2023005896,3,30.0,5.0,1.0,7,1,1
2023005897,3,40.0,1.0,1.0,1,1,1
2023005898,3,70.0,4.0,1.0,7,2,6
2023005899,3,20.0,1.0,1.0,1,1,1
2023005900,3,30.0,1.0,2.0,7,1,1
2023005901,3,30.0,1.0,1.0,6,1,1
2023005902,3,30.0,1.0,1.0,3,1,1
2023005903,2,30.0,3.0,1.0,1,1,1
2023005904,3,30.0,1.0,1.0,1,1,4
2023005905,2,30.0,1.0,2.0,7,2,1
2023005906,3,30.0,1.0,1.0,2,2,7
2023005907,3,70.0,3.0,1.0,7,1,1
2023005908,3,30.0,2.0,1.0,2,1,5
2023005909,3,30.0,1.0,4.0,3,1,1
2023005910,2,30.0,1.0,2.0,6,3,5
2023005911,3,70.0,1.0,1.0,7,1,6
2023005912,3,50.0,1.0,1.0,3,2,1
2023005913,3,50.0,1.0,1.0,6,1,1
2023005914,3,30.0,1.0,2.0,2,1,1
2023005915,3,60.0,9.0,1.0,7,1,4
2023005916,2,30.0,4.0,1.0,1,1,5
2023005917,3,30.0,1.0,1.0,6,1,1
2023005918,3,40.0,1.0,1.0,5,1,1
2023005919,3,60.0,9.0,1.0,1,1,1
2023005920,3,50.0,1.0,1.0,1,2,1
2023005921,2,70.0,1.0,1.0,5,2,1
2023005922,3,70.0,5.0,1.0,3,1,1
2023005923,3,30.0,1.0,1.0,2,1,1
2023005924,3,30.0,1.0,1.0,3,1,6
2023005925,3,20.0,1.0,1.0,3,2,1
2023005926,3,70.0,1.0,3.0,7,1,1
2023005927,3,30.0,1.0,1.0,7,2,1
2023005928,3,70.0,1.0,1.0,3,2,7
2023005929,3,30.0,1.0,2.0,2,1,5
2023005930,3,30.0,9.0,1.0,3,2,1
2023005931,2,20.0,1.0,1.0,7,2,5
2023005932,3,30.0,1.0,1.0,3,2,5
2023005933,3,70.0,1.0,1.0,4,2,7
2023005934,3,20.0,1.0,1.0,1,1,6
2023005935,3,30.0,2.0,1.0,7,2,1
2023005936,3,20.0,1.0,2.0,4,2,1
2023005937,3,30.0,1.0,2.0,2,2,4
2023005938,3,30.0,1.0,1.0,6,2,7
2023005939,3,30.0,1.0,2.0,6,1,1
2023005940,3,70.0,1.0,1.0,5,1,1
2023005941,3,30.0,1.0,2.0,6,2,1
2023005942,3,30.0,1.0,1.0,5,1,1
2023005943,1,40.0,9.0,2.0,6,1,1
2023005944,3,30.0,3.0,1.0,4,1,1
2023005945,3,30.0,2.0,1.0,4,1,7
2023005946,3,30.0,4.0,1.0,4,1,5
2023005947,3,30.0,2.0,2.0,1,1,4
2023005948,1,40.0,5.0,1.0,2,1,1
2023005949,3,30.0,1.0,1.0,7,2,6
2023005950,3,50.0,1.0,1.0,6,1,1
2023005951,2,70.0,2.0,1.0,6,2,1
2023005952,2,30.0,1.0,2.0,6,1,7
2023005953,3,30.0,1.0,5.0,3,2,1
2023005954,3,30.0,1.0,2.0,4,2,1
2023005955,2,30.0,1.0,2.0,1,1,6
2023005956,3,60.0,1.0,1.0,5,1,7
2023005957,3,50.0,1.0,1.0,7,2,6
2023005958,3,30.0,1.0,1.0,7,2,1
2023005959,3,30.0,4.0,4.0,5,2,1
2023005960,3,30.0,2.0,2.0,5,1,1
2023005961,3,40.0,3.0,1.0,4,3,1
2023005962,3,50.0,4.0,1.0,5,1,7
2023005963,3,40.0,1.0,1.0,5,1,7
2023005964,3,30.0,1.0,1.0,5,1,6
2023005965,3,40.0,1.0,2.0,3,1,1
2023005966,3,30.0,5.0,1.0,5,2,5
2023005967,3,30.0,1.0,2.0,1,2,6
2023005968,2,30.0,2.0,3.0,4,2,1
2023005969,3,30.0,1.0,2.0,6,2,1
2023005970,3,50.0,5.0,3.0,3,1,4
2023005971,3,70.0,1.0,1.0,3,3,1
2023005972,3,20.0,3.0,4.0,4,1,6
2023005973,3,,1.0,1.0,5,2,1
2023005974,3,30.0,1.0,2.0,6,2,1
2023005975,3,50.0,1.0,1.0,6,1,7
2023005976,3,70.0,9.0,1.0,5,1,7
2023005977,2,30.0,1.0,1.0,2,1,5
2023005978,2,60.0,5.0,1.0,5,2,5
2023005979,3,30.0,2.0,3.0,7,2,7
2023005980,3,30.0,2.0,2.0,6,2,6
2023005981,3,40.0,1.0,1.0,1,1,1
2023005982,1,70.0,1.0,1.0,5,1,4
2023005983,3,70.0,1.0,2.0,4,3,1
2023005984,2,40.0,8.0,1.0,5,1,1
2023005985,2,30.0,8.0,2.0,4,2,6
2023005986,1,30.0,2.0,1.0,3,2,4
2023005987,3,70.0,1.0,1.0,2,2,6
2023005988,3,30.0,1.0,4.0,3,1,1
2023005989,3,50.0,9.0,1.0,4,1,1
2023005990,3,30.0,1.0,1.0,7,2,1
2023005991,1,40.0,3.0,,2,1,1
2023005992,3,30.0,1.0,3.0,3,2,1
2023005993,3,70.0,1.0,5.0,5,1,5
2023005994,3,40.0,3.0,1.0,6,2,1
2023005995,2,70.0,1.0,1.0,7,3,1
2023005996,3,20.0,1.0,1.0,6,3,6
2023005997,3,40.0,8.0,1.0,7,1,7
2023005998,3,50.0,1.0,2.0,5,1,1
2023005999,3,50.0,2.0,1.0,7,1,1
2023006000,2,70.0,2.0,1.0,2,1,1
2023006001,3,20.0,1.0,3.0,3,1,5
2023006002,3,20.0,1.0,4.0,1,2,4
2023006003,3,30.0,1.0,1.0,1,1,1
2023006004,3,20.0,1.0,1.0,1,1,4
2023006005,2,70.0,1.0,2.0,3,1,1
2023006006,3,30.0,2.0,1.0,6,1,1
2023006007,3,30.0,,2.0,3,1,5
2023006008,2,30.0,1.0,2.0,7,1,5
2023006009,3,30.0,1.0,1.0,3,2,6
2023006010,3,30.0,1.0,1.0,4,2,7
2023006011,3,20.0,1.0,1.0,6,1,4
2023006012,3,30.0,3.0,2.0,1,1,1
2023006013,3,30.0,1.0,1.0,1,1,1
2023006014,3,70.0,1.0,2.0,1,1,4
2023006015,3,30.0,1.0,3.0,6,1,1
